PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B
CHEBI:7640	chemical-affects	HTR1A
CHEBI:7640	chemical-affects	HTR2A
CHEBI:7640	chemical-affects	HTR2C
CHEBI:7640	chemical-affects	HTR6
CHEBI:7640	chemical-affects	PGRMC1
CHEBI:7640	chemical-affects	SIGMAR1
CHEBI:7640	chemical-affects	SLC6A2
CHEBI:7640	chemical-affects	SLC6A4
CHEBI:76607	chemical-affects	EDNRA
CHEBI:76607	chemical-affects	EDNRB
CHEBI:76611	chemical-affects	APP
CHEBI:76612	chemical-affects	BTK
CHEBI:76749	chemical-affects	ADRB1
CHEBI:76749	chemical-affects	ADRB2
CHEBI:76749	chemical-affects	ADRB3
CHEBI:76749	chemical-affects	HTR1A
CHEBI:76749	chemical-affects	HTR1B
CHEBI:76855	chemical-affects	COMT
CHEBI:76995	chemical-affects	CYP1A2
CHEBI:77006	chemical-affects	BECN1
CHEBI:77006	chemical-affects	CHRNA4
CHEBI:77006	chemical-affects	ESR1
CHEBI:77006	chemical-affects	ESR2
CHEBI:77006	chemical-affects	ESRRG
CHEBI:77006	chemical-affects	GPER1
CHEBI:77006	chemical-affects	HSD17B2
CHEBI:77006	chemical-affects	MT-ATP6
CHEBI:77006	chemical-affects	NCOA2
CHEBI:77006	chemical-affects	NR1I2
CHEBI:77013	chemical-affects	AHR
CHEBI:77013	chemical-affects	CYP1B1
CHEBI:77013	chemical-affects	ESR1
CHEBI:77013	chemical-affects	ESRRA
CHEBI:77013	chemical-affects	NR2F1
CHEBI:7726	chemical-affects	SSTR1
CHEBI:7726	chemical-affects	SSTR2
CHEBI:7726	chemical-affects	SSTR5
CHEBI:77317	chemical-affects	NR1I2
CHEBI:7731	chemical-affects	TOP2A
CHEBI:77321	chemical-affects	CSNK2A1
CHEBI:7735	chemical-affects	ADRA1A
CHEBI:7735	chemical-affects	ADRA1B
CHEBI:7735	chemical-affects	ADRB1
CHEBI:7735	chemical-affects	ADRB2
CHEBI:7735	chemical-affects	ADRB3
CHEBI:7735	chemical-affects	CHRM1
CHEBI:7735	chemical-affects	CHRM2
CHEBI:7735	chemical-affects	CHRM3
CHEBI:7735	chemical-affects	CHRM4
CHEBI:7735	chemical-affects	DRD1
CHEBI:7735	chemical-affects	DRD2
CHEBI:7735	chemical-affects	DRD3
CHEBI:7735	chemical-affects	DRD4
CHEBI:7735	chemical-affects	DRD5
CHEBI:7735	chemical-affects	GABRA1
CHEBI:7735	chemical-affects	GABRA2
CHEBI:7735	chemical-affects	GABRA3
CHEBI:7735	chemical-affects	GABRA4
CHEBI:7735	chemical-affects	GABRA5
CHEBI:7735	chemical-affects	GABRA6
CHEBI:7735	chemical-affects	GABRG1
CHEBI:7735	chemical-affects	GABRG2
CHEBI:7735	chemical-affects	GABRG3
CHEBI:7735	chemical-affects	HRH1
CHEBI:7735	chemical-affects	HTR1A
CHEBI:7735	chemical-affects	HTR1B
CHEBI:7735	chemical-affects	HTR1D
CHEBI:7735	chemical-affects	HTR1E
CHEBI:7735	chemical-affects	HTR1F
CHEBI:7735	chemical-affects	HTR2A
CHEBI:7735	chemical-affects	HTR2C
CHEBI:7735	chemical-affects	HTR3A
CHEBI:7735	chemical-affects	HTR6
CHEBI:77431	chemical-affects	PTGER1
CHEBI:77431	chemical-affects	SCN10A
CHEBI:77543	chemical-affects	EPHX2
CHEBI:77572	chemical-affects	HPGDS
CHEBI:77590	chemical-affects	SLC6A3
CHEBI:7769	chemical-affects	HRH1
CHEBI:7769	chemical-affects	HRH2
CHEBI:7769	chemical-affects	HRH3
CHEBI:7769	chemical-affects	S100A12
CHEBI:7769	chemical-affects	S100A13
CHEBI:7769	chemical-affects	S100A1
CHEBI:7769	chemical-affects	S100A2
CHEBI:7769	chemical-affects	S100B
CHEBI:7770	chemical-affects	IFNG
CHEBI:7770	chemical-affects	TPMT
CHEBI:7772	chemical-affects	AHR
CHEBI:7772	chemical-affects	ATP4A
CHEBI:77733	chemical-affects	ADRA1A
CHEBI:77733	chemical-affects	ADRA1B
CHEBI:77733	chemical-affects	ADRA1D
CHEBI:77733	chemical-affects	CACNA1A
CHEBI:77733	chemical-affects	CACNA1B
CHEBI:77733	chemical-affects	CACNA1C
CHEBI:77733	chemical-affects	CACNA1D
CHEBI:77733	chemical-affects	CACNA1F
CHEBI:77733	chemical-affects	CACNA1G
CHEBI:77733	chemical-affects	CACNA1I
CHEBI:77733	chemical-affects	CACNA1S
CHEBI:77733	chemical-affects	CACNB1
CHEBI:77733	chemical-affects	CACNB2
CHEBI:77733	chemical-affects	CACNB3
CHEBI:77733	chemical-affects	CACNB4
CHEBI:77733	chemical-affects	KCNH2
CHEBI:77733	chemical-affects	KCNJ11
CHEBI:77733	chemical-affects	SCN5A
CHEBI:77733	chemical-affects	SLC6A4
CHEBI:77734	chemical-affects	ABCB1
CHEBI:7773	chemical-affects	HTR1A
CHEBI:7773	chemical-affects	HTR1B
CHEBI:7773	chemical-affects	HTR3A
CHEBI:7773	chemical-affects	HTR4
CHEBI:7773	chemical-affects	OPRM1
CHEBI:77837	chemical-affects	GSTM1
CHEBI:77837	chemical-affects	TPI1
CHEBI:7789	chemical-affects	GRIN1
CHEBI:7789	chemical-affects	GRIN2D
CHEBI:7789	chemical-affects	GRIN3A
CHEBI:7789	chemical-affects	GRIN3B
CHEBI:7789	chemical-affects	HRH1
CHEBI:7789	chemical-affects	SCN10A
CHEBI:7789	chemical-affects	SLC6A2
CHEBI:7798	chemical-affects	CES1
CHEBI:7798	chemical-affects	NEU1
CHEBI:7798	chemical-affects	NEU2
CHEBI:78011	chemical-affects	WAS
CHEBI:7809	chemical-affects	SLC15A1
CHEBI:7809	chemical-affects	SLC15A2
CHEBI:7820	chemical-affects	AR
CHEBI:7822	chemical-affects	PTGS1
CHEBI:7822	chemical-affects	PTGS2
CHEBI:7823	chemical-affects	GABRA1
CHEBI:7823	chemical-affects	GABRA2
CHEBI:7823	chemical-affects	GABRA3
CHEBI:7823	chemical-affects	GABRA4
CHEBI:7823	chemical-affects	GABRA5
CHEBI:7823	chemical-affects	GABRA6
CHEBI:7823	chemical-affects	GABRB1
CHEBI:7823	chemical-affects	GABRB2
CHEBI:7823	chemical-affects	GABRB3
CHEBI:7823	chemical-affects	GABRD
CHEBI:7823	chemical-affects	GABRE
CHEBI:7823	chemical-affects	GABRG1
CHEBI:7823	chemical-affects	GABRG2
CHEBI:7823	chemical-affects	GABRG3
CHEBI:7823	chemical-affects	GABRP
CHEBI:7823	chemical-affects	GABRQ
CHEBI:7823	chemical-affects	GABRR1
CHEBI:7823	chemical-affects	GABRR2
CHEBI:7823	chemical-affects	GABRR3
CHEBI:7824	chemical-affects	SCN5A
CHEBI:7825	chemical-affects	NR1I2
CHEBI:78291	chemical-affects	FTH1
CHEBI:78291	chemical-affects	FTL
CHEBI:78291	chemical-affects	HBA1
CHEBI:78291	chemical-affects	HBA2
CHEBI:78291	chemical-affects	HBB
CHEBI:78330	chemical-affects	ACHE
CHEBI:78408	chemical-affects	RAB8B
CHEBI:78425	chemical-affects	GLP1R
CHEBI:78432	chemical-affects	ALK
CHEBI:78508	chemical-affects	MAPK10
CHEBI:78510	chemical-affects	ACVR1
CHEBI:78510	chemical-affects	FKBP1A
CHEBI:7852	chemical-affects	OPRD1
CHEBI:7852	chemical-affects	OPRK1
CHEBI:7852	chemical-affects	OPRM1
CHEBI:78538	chemical-affects	TTR
CHEBI:78539	chemical-affects	ACE
CHEBI:78540	chemical-affects	IFNG
CHEBI:78540	chemical-affects	IL2
CHEBI:78540	chemical-affects	NOS3
CHEBI:78540	chemical-affects	PDE4A
CHEBI:78540	chemical-affects	PDE4B
CHEBI:78540	chemical-affects	PDE4D
CHEBI:78540	chemical-affects	TNF
CHEBI:78543	chemical-affects	ABL1
CHEBI:78543	chemical-affects	BCR
CHEBI:78543	chemical-affects	FGFR1
CHEBI:78543	chemical-affects	FGFR2
CHEBI:78543	chemical-affects	FGFR3
CHEBI:78543	chemical-affects	FGFR4
CHEBI:78543	chemical-affects	FLT3
CHEBI:78543	chemical-affects	KDR
CHEBI:78543	chemical-affects	KIT
CHEBI:78543	chemical-affects	LCK
CHEBI:78543	chemical-affects	LYN
CHEBI:78543	chemical-affects	PDGFRA
CHEBI:78543	chemical-affects	RET
CHEBI:78543	chemical-affects	SRC
CHEBI:78543	chemical-affects	TEK
CHEBI:78544	chemical-affects	CAMK1D
CHEBI:78549	chemical-affects	ADRA1A
CHEBI:78549	chemical-affects	ADRA1B
CHEBI:78549	chemical-affects	ADRA1D
CHEBI:78549	chemical-affects	ADRA2A
CHEBI:78549	chemical-affects	DRD1
CHEBI:78549	chemical-affects	DRD2
CHEBI:78549	chemical-affects	DRD3
CHEBI:78549	chemical-affects	DRD4
CHEBI:78549	chemical-affects	HTR2A
CHEBI:78549	chemical-affects	HTR2B
CHEBI:7856	chemical-affects	CHRM1
CHEBI:7856	chemical-affects	CHRM2
CHEBI:7856	chemical-affects	CHRM3
CHEBI:7862	chemical-affects	ADRA1A
CHEBI:7862	chemical-affects	ADRA1B
CHEBI:7862	chemical-affects	ADRA1D
CHEBI:7862	chemical-affects	ADRA2A
CHEBI:7862	chemical-affects	ADRA2B
CHEBI:7862	chemical-affects	ADRA2C
CHEBI:7864	chemical-affects	AR
CHEBI:7864	chemical-affects	NPPB
CHEBI:7865	chemical-affects	OPRD1
CHEBI:7865	chemical-affects	OPRM1
CHEBI:7868	chemical-affects	CHRM1
CHEBI:7868	chemical-affects	CHRM2
CHEBI:7868	chemical-affects	CHRM3
CHEBI:7872	chemical-affects	OXTR
CHEBI:7872	chemical-affects	OXT
CHEBI:79033	chemical-affects	APP
CHEBI:7903	chemical-affects	FDPS
CHEBI:79041	chemical-affects	CHRM1
CHEBI:79041	chemical-affects	CHRM2
CHEBI:79041	chemical-affects	CHRM3
CHEBI:79041	chemical-affects	CHRM4
CHEBI:79041	chemical-affects	CHRM5
CHEBI:79042	chemical-affects	MTNR1A
CHEBI:79042	chemical-affects	MTNR1B
CHEBI:7907	chemical-affects	CHRM2
CHEBI:7907	chemical-affects	CHRM3
CHEBI:7907	chemical-affects	CHRNA2
CHEBI:7915	chemical-affects	ATP4A
CHEBI:7915	chemical-affects	DDAH1
CHEBI:7921	chemical-affects	CACNA1I
CHEBI:7922	chemical-affects	NR3C1
CHEBI:7930	chemical-affects	MAOA
CHEBI:7930	chemical-affects	MAOB
CHEBI:7931	chemical-affects	VDR
CHEBI:7936	chemical-affects	CHRM1
CHEBI:7936	chemical-affects	CHRM2
CHEBI:7936	chemical-affects	CHRM3
CHEBI:7936	chemical-affects	CHRM4
CHEBI:7936	chemical-affects	CHRM5
CHEBI:7936	chemical-affects	HTR2A
CHEBI:7936	chemical-affects	SLC6A2
CHEBI:7936	chemical-affects	SLC6A4
CHEBI:7954	chemical-affects	ADRB1
CHEBI:7954	chemical-affects	ADRB2
CHEBI:7954	chemical-affects	HTR1A
CHEBI:7954	chemical-affects	HTR1B
CHEBI:79699	chemical-affects	MTOR
CHEBI:79700	chemical-affects	MTOR
CHEBI:7982	chemical-affects	OPRK1
CHEBI:7982	chemical-affects	OPRM1
CHEBI:7982	chemical-affects	SIGMAR1
CHEBI:7983	chemical-affects	CHRNA4
CHEBI:7983	chemical-affects	CHRNA7
CHEBI:7983	chemical-affects	GABRA1
CHEBI:7983	chemical-affects	GABRA2
CHEBI:7983	chemical-affects	GABRA3
CHEBI:7983	chemical-affects	GABRA4
CHEBI:7983	chemical-affects	GABRA5
CHEBI:7983	chemical-affects	GABRA6
CHEBI:7983	chemical-affects	GABRB1
CHEBI:7983	chemical-affects	GABRB2
CHEBI:7983	chemical-affects	GABRB3
CHEBI:7983	chemical-affects	GABRD
CHEBI:7983	chemical-affects	GABRE
CHEBI:7983	chemical-affects	GABRG1
CHEBI:7983	chemical-affects	GABRG2
CHEBI:7983	chemical-affects	GABRG3
CHEBI:7983	chemical-affects	GABRP
CHEBI:7983	chemical-affects	GABRQ
CHEBI:7983	chemical-affects	GRIA2
CHEBI:7983	chemical-affects	GRIK2
CHEBI:7983	chemical-affects	GRIN1
CHEBI:7983	chemical-affects	GRIN2A
CHEBI:7983	chemical-affects	GRIN2B
CHEBI:7983	chemical-affects	GRIN2C
CHEBI:7983	chemical-affects	GRIN2D
CHEBI:7983	chemical-affects	GRIN3A
CHEBI:7983	chemical-affects	GRIN3B
CHEBI:7983	chemical-affects	NR1I2
CHEBI:7986	chemical-affects	ADORA1
CHEBI:7986	chemical-affects	ADORA2A
CHEBI:7986	chemical-affects	NT5E
CHEBI:7986	chemical-affects	PDE4A
CHEBI:7986	chemical-affects	PDE4B
CHEBI:7986	chemical-affects	PDE5A
CHEBI:79988	chemical-affects	THRB
CHEBI:79993	chemical-affects	NCOA2
CHEBI:79993	chemical-affects	PPARG
CHEBI:79993	chemical-affects	RXRA
CHEBI:79995	chemical-affects	NR1H2
CHEBI:80003	chemical-affects	NR1H4
CHEBI:80234	chemical-affects	NPR1
CHEBI:80234	chemical-affects	NPR2
CHEBI:80234	chemical-affects	NPR3
CHEBI:8024	chemical-affects	ACE
CHEBI:8024	chemical-affects	SFRP4
CHEBI:8028	chemical-affects	CALM1
CHEBI:8028	chemical-affects	DRD1
CHEBI:8028	chemical-affects	DRD2
CHEBI:80330	chemical-affects	NPY1R
CHEBI:80330	chemical-affects	NPY2R
CHEBI:80330	chemical-affects	NPY4R
CHEBI:80330	chemical-affects	NPY5R
CHEBI:8049	chemical-affects	SCN1A
CHEBI:8050	chemical-affects	PTGS1
CHEBI:80566	chemical-affects	DNMT1
CHEBI:80581	chemical-affects	OPRD1
CHEBI:80581	chemical-affects	OPRK1
CHEBI:80581	chemical-affects	OPRM1
CHEBI:8058	chemical-affects	GRIN3A
CHEBI:8058	chemical-affects	SIGMAR1
CHEBI:8059	chemical-affects	ADRA1A
CHEBI:8059	chemical-affects	ADRA1B
CHEBI:8059	chemical-affects	SLC6A2
CHEBI:8060	chemical-affects	ABAT
CHEBI:8060	chemical-affects	AOC3
CHEBI:8060	chemical-affects	GPT2
CHEBI:8060	chemical-affects	GPT
CHEBI:8060	chemical-affects	MAOA
CHEBI:8060	chemical-affects	MAOB
CHEBI:80630	chemical-affects	TOP1MT
CHEBI:80630	chemical-affects	TOP1
CHEBI:8064	chemical-affects	KCNJ8
CHEBI:8064	chemical-affects	PRKAA1
CHEBI:8065	chemical-affects	HRH1
CHEBI:8066	chemical-affects	VKORC1
CHEBI:8067	chemical-affects	SLC6A2
CHEBI:8067	chemical-affects	SLC6A3
CHEBI:80680	chemical-affects	ADRA2A
CHEBI:80680	chemical-affects	ADRA2B
CHEBI:80680	chemical-affects	ADRA2C
CHEBI:80680	chemical-affects	ADRB1
CHEBI:80680	chemical-affects	ADRB2
CHEBI:80680	chemical-affects	DRD1
CHEBI:8069	chemical-affects	CHRNA4
CHEBI:8069	chemical-affects	CHRNA7
CHEBI:8069	chemical-affects	GABRA1
CHEBI:8069	chemical-affects	GRIA2
CHEBI:8069	chemical-affects	GRIK2
CHEBI:8069	chemical-affects	GRIN1
CHEBI:8069	chemical-affects	GRIN2A
CHEBI:8069	chemical-affects	GRIN2B
CHEBI:8069	chemical-affects	GRIN2C
CHEBI:8069	chemical-affects	GRIN2D
CHEBI:8069	chemical-affects	GRIN3A
CHEBI:8069	chemical-affects	GRIN3B
CHEBI:8069	chemical-affects	NR1I2
CHEBI:8077	chemical-affects	ADRA1A
CHEBI:8077	chemical-affects	ADRA1B
CHEBI:8077	chemical-affects	ADRA1D
CHEBI:8077	chemical-affects	ADRA2A
CHEBI:8077	chemical-affects	ADRA2B
CHEBI:8077	chemical-affects	ADRA2C
CHEBI:8077	chemical-affects	ADRB2
CHEBI:8077	chemical-affects	CALM1
CHEBI:8080	chemical-affects	MAOA
CHEBI:8080	chemical-affects	MAOB
CHEBI:8080	chemical-affects	NPY
CHEBI:8080	chemical-affects	SLC6A2
CHEBI:8080	chemical-affects	SLC6A3
CHEBI:8080	chemical-affects	SLC6A4
CHEBI:8081	chemical-affects	ADRA1A
CHEBI:8081	chemical-affects	ADRA1B
CHEBI:8081	chemical-affects	ADRA1D
CHEBI:8081	chemical-affects	ADRA2A
CHEBI:8093	chemical-affects	ADRA1A
CHEBI:8093	chemical-affects	ADRA1B
CHEBI:8093	chemical-affects	ADRA1D
CHEBI:8107	chemical-affects	NR1I2
CHEBI:8107	chemical-affects	SCN1A
CHEBI:8107	chemical-affects	SCN1B
CHEBI:8107	chemical-affects	SCN3A
CHEBI:8107	chemical-affects	SCN5A
CHEBI:81297	chemical-affects	CHRNA4
CHEBI:81297	chemical-affects	CHRNA7
CHEBI:81297	chemical-affects	GABRA1
CHEBI:81297	chemical-affects	GABRA2
CHEBI:81297	chemical-affects	GABRA3
CHEBI:81297	chemical-affects	GABRA4
CHEBI:81297	chemical-affects	GABRA5
CHEBI:81297	chemical-affects	GABRA6
CHEBI:81297	chemical-affects	GRIA2
CHEBI:81297	chemical-affects	GRIK2
CHEBI:81496	chemical-affects	DIO3
CHEBI:81569	chemical-affects	FSHR
CHEBI:81570	chemical-affects	LHCGR
CHEBI:81571	chemical-affects	LEPR
CHEBI:81579	chemical-affects	EPOR
CHEBI:81717	chemical-affects	CALB2
CHEBI:81717	chemical-affects	CALM1
CHEBI:81717	chemical-affects	CASQ1
CHEBI:81724	chemical-affects	AOC1
CHEBI:81724	chemical-affects	PRDX5
CHEBI:81724	chemical-affects	PRSS1
CHEBI:8212	chemical-affects	CALM1
CHEBI:8212	chemical-affects	DRD2
CHEBI:8212	chemical-affects	DRD3
CHEBI:8212	chemical-affects	KCNH2
CHEBI:8214	chemical-affects	ADRB1
CHEBI:8214	chemical-affects	ADRB2
CHEBI:8214	chemical-affects	ADRB3
CHEBI:8214	chemical-affects	HTR1A
CHEBI:8214	chemical-affects	HTR1B
CHEBI:8228	chemical-affects	MAOB
CHEBI:8228	chemical-affects	PPARA
CHEBI:8228	chemical-affects	PPARD
CHEBI:8228	chemical-affects	PPARG
CHEBI:8230	chemical-affects	CHRM2
CHEBI:8230	chemical-affects	CHRM3
CHEBI:8230	chemical-affects	CHRNA2
CHEBI:8245	chemical-affects	ADRB1
CHEBI:8245	chemical-affects	ADRB2
CHEBI:8247	chemical-affects	CHRM1
CHEBI:8249	chemical-affects	PTGS1
CHEBI:8249	chemical-affects	PTGS2
CHEBI:82530	chemical-affects	HBA1
CHEBI:82530	chemical-affects	HBA2
CHEBI:82602	chemical-affects	LAP3
CHEBI:82647	chemical-affects	ESR1
CHEBI:82698	chemical-affects	HCRTR1
CHEBI:82698	chemical-affects	HCRTR2
CHEBI:82700	chemical-affects	ADRB2
CHEBI:82702	chemical-affects	F2R
CHEBI:82708	chemical-affects	AKT2
CHEBI:82708	chemical-affects	GSK3B
CHEBI:82708	chemical-affects	PKIA
CHEBI:82708	chemical-affects	PRKACA
CHEBI:82712	chemical-affects	MAPK14
CHEBI:82713	chemical-affects	MAPK14
CHEBI:82713	chemical-affects	MAPK1
CHEBI:82714	chemical-affects	MAPK14
CHEBI:82715	chemical-affects	MAPK14
CHEBI:82720	chemical-affects	SLC5A2
CHEBI:82752	chemical-affects	UGCG
CHEBI:82872	chemical-affects	CYP51A1
CHEBI:82873	chemical-affects	NR1I2
CHEBI:82892	chemical-affects	KCNH2
CHEBI:82892	chemical-affects	KCNH6
CHEBI:82892	chemical-affects	KCNH7
CHEBI:82892	chemical-affects	KCNMA1
CHEBI:82892	chemical-affects	KCNMB1
CHEBI:82892	chemical-affects	KCNMB2
CHEBI:82892	chemical-affects	KCNMB3
CHEBI:82892	chemical-affects	KCNMB4
CHEBI:82892	chemical-affects	KCNN1
CHEBI:82892	chemical-affects	KCNN2
CHEBI:82892	chemical-affects	KCNN3
CHEBI:82892	chemical-affects	KCNN4
CHEBI:82892	chemical-affects	NOS2
CHEBI:82892	chemical-affects	NOS3
CHEBI:82892	chemical-affects	NR1I2
CHEBI:82975	chemical-affects	OPRM1
CHEBI:82976	chemical-affects	PDCD1
CHEBI:82978	chemical-affects	ADRA1A
CHEBI:82978	chemical-affects	ADRA1B
CHEBI:82978	chemical-affects	ADRA2A
CHEBI:82978	chemical-affects	ADRA2B
CHEBI:82978	chemical-affects	ADRA2C
CHEBI:82978	chemical-affects	DRD1
CHEBI:82978	chemical-affects	DRD2
CHEBI:82978	chemical-affects	DRD3
CHEBI:82978	chemical-affects	DRD4
CHEBI:82978	chemical-affects	HRH1
CHEBI:82978	chemical-affects	HTR1A
CHEBI:82978	chemical-affects	HTR1D
CHEBI:82978	chemical-affects	HTR2A
CHEBI:82978	chemical-affects	HTR2C
CHEBI:82978	chemical-affects	HTR7
CHEBI:83033	chemical-affects	GLP1R
CHEBI:83168	chemical-affects	HRH1
CHEBI:83275	chemical-affects	MAPK1
CHEBI:8327	chemical-affects	SLC12A3
CHEBI:83329	chemical-affects	ADRB2
CHEBI:83469	chemical-affects	NR1I2
CHEBI:83469	chemical-affects	PPARA
CHEBI:83469	chemical-affects	PPARD
CHEBI:83469	chemical-affects	PPARG
CHEBI:83527	chemical-affects	SLC6A2
CHEBI:83527	chemical-affects	SLC6A3
CHEBI:83527	chemical-affects	SLC6A4
CHEBI:83531	chemical-affects	MAOA
CHEBI:83531	chemical-affects	MAOB
CHEBI:8354	chemical-affects	ACHE
CHEBI:8354	chemical-affects	BCHE
CHEBI:8356	chemical-affects	ADRA2A
CHEBI:8356	chemical-affects	DRD2
CHEBI:8356	chemical-affects	DRD3
CHEBI:8356	chemical-affects	DRD4
CHEBI:8356	chemical-affects	HTR1A
CHEBI:8362	chemical-affects	GABRA1
CHEBI:8362	chemical-affects	GABRA2
CHEBI:8362	chemical-affects	GABRA3
CHEBI:8362	chemical-affects	GABRA4
CHEBI:8362	chemical-affects	GABRA5
CHEBI:8362	chemical-affects	GABRA6
CHEBI:8362	chemical-affects	GABRB1
CHEBI:8362	chemical-affects	GABRB2
CHEBI:8362	chemical-affects	GABRB3
CHEBI:8362	chemical-affects	GABRD
CHEBI:8362	chemical-affects	GABRE
CHEBI:8362	chemical-affects	GABRG1
CHEBI:8362	chemical-affects	GABRG2
CHEBI:8362	chemical-affects	GABRG3
CHEBI:8362	chemical-affects	GABRP
CHEBI:8362	chemical-affects	GABRQ
CHEBI:8362	chemical-affects	GABRR1
CHEBI:8362	chemical-affects	GABRR2
CHEBI:8362	chemical-affects	GABRR3
CHEBI:8364	chemical-affects	ADRA1A
CHEBI:8364	chemical-affects	ADRA1B
CHEBI:8364	chemical-affects	ADRA1D
CHEBI:8364	chemical-affects	ADRA2A
CHEBI:8364	chemical-affects	ADRA2B
CHEBI:8364	chemical-affects	KCNH2
CHEBI:83766	chemical-affects	PARP1
CHEBI:83766	chemical-affects	PARP2
CHEBI:83766	chemical-affects	PARP3
CHEBI:8378	chemical-affects	NR3C1
CHEBI:8382	chemical-affects	HSD11B1
CHEBI:8382	chemical-affects	NR3C1
CHEBI:8389	chemical-affects	ESR1
CHEBI:8389	chemical-affects	ESR2
CHEBI:8397	chemical-affects	CALM1
CHEBI:8397	chemical-affects	MYLK2
CHEBI:8404	chemical-affects	SCN5A
CHEBI:8405	chemical-affects	KRT7
CHEBI:8405	chemical-affects	NQO2
CHEBI:84069	chemical-affects	PRKACA
CHEBI:84115	chemical-affects	HRH1
CHEBI:84116	chemical-affects	HRH1
CHEBI:8412	chemical-affects	CHRNA4
CHEBI:8412	chemical-affects	CHRNA7
CHEBI:8412	chemical-affects	GABRA1
CHEBI:8412	chemical-affects	GABRA2
CHEBI:8412	chemical-affects	GABRA3
CHEBI:8412	chemical-affects	GABRA4
CHEBI:8412	chemical-affects	GABRA5
CHEBI:8412	chemical-affects	GABRA6
CHEBI:8412	chemical-affects	GABRB1
CHEBI:8412	chemical-affects	GABRB2
CHEBI:8412	chemical-affects	GABRB3
CHEBI:8412	chemical-affects	GABRD
CHEBI:8412	chemical-affects	GABRE
CHEBI:8412	chemical-affects	GABRG1
CHEBI:8412	chemical-affects	GABRG2
CHEBI:8412	chemical-affects	GABRG3
CHEBI:8412	chemical-affects	GABRP
CHEBI:8412	chemical-affects	GABRQ
CHEBI:8412	chemical-affects	GRIA2
CHEBI:8412	chemical-affects	GRIK2
CHEBI:8426	chemical-affects	PANX1
CHEBI:8426	chemical-affects	SLC22A11
CHEBI:8426	chemical-affects	SLC22A6
CHEBI:8426	chemical-affects	SLC22A8
CHEBI:8426	chemical-affects	TAS2R16
CHEBI:8427	chemical-affects	ABCA1
CHEBI:8427	chemical-affects	CES1
CHEBI:8428	chemical-affects	DNMT1
CHEBI:8428	chemical-affects	KCNH2
CHEBI:8428	chemical-affects	SCN5A
CHEBI:8430	chemical-affects	CHRNA2
CHEBI:8430	chemical-affects	GRIN3A
CHEBI:8430	chemical-affects	HTR3A
CHEBI:8430	chemical-affects	KCNMA1
CHEBI:8430	chemical-affects	KCNMB1
CHEBI:8430	chemical-affects	KCNMB2
CHEBI:8430	chemical-affects	KCNMB3
CHEBI:8430	chemical-affects	KCNMB4
CHEBI:8430	chemical-affects	KCNN1
CHEBI:8430	chemical-affects	KCNN2
CHEBI:8430	chemical-affects	KCNN3
CHEBI:8430	chemical-affects	KCNN4
CHEBI:8430	chemical-affects	MAOA
CHEBI:8430	chemical-affects	MAOB
CHEBI:8430	chemical-affects	SCN10A
CHEBI:8430	chemical-affects	SLC6A3
CHEBI:8435	chemical-affects	ADRA1A
CHEBI:8435	chemical-affects	ADRA1B
CHEBI:8435	chemical-affects	ADRA1D
CHEBI:8435	chemical-affects	ADRA2A
CHEBI:8435	chemical-affects	ADRA2B
CHEBI:8435	chemical-affects	ADRA2C
CHEBI:8435	chemical-affects	DRD2
CHEBI:8435	chemical-affects	HRH1
CHEBI:8448	chemical-affects	CHRM1
CHEBI:8448	chemical-affects	CHRM2
CHEBI:8448	chemical-affects	CHRM3
CHEBI:8448	chemical-affects	CHRM4
CHEBI:84500	chemical-affects	CHRNA3
CHEBI:84500	chemical-affects	CHRNA4
CHEBI:84500	chemical-affects	CHRNA6
CHEBI:84500	chemical-affects	CHRNA7
CHEBI:84500	chemical-affects	CHRNB2
CHEBI:8452	chemical-affects	F2
CHEBI:8455	chemical-affects	DHFR
CHEBI:8459	chemical-affects	ADRA1A
CHEBI:8459	chemical-affects	ADRA1B
CHEBI:8459	chemical-affects	ADRA1D
CHEBI:8459	chemical-affects	CHRM1
CHEBI:8459	chemical-affects	CHRM2
CHEBI:8459	chemical-affects	CHRM3
CHEBI:8459	chemical-affects	CHRM4
CHEBI:8459	chemical-affects	CHRM5
CHEBI:8459	chemical-affects	DRD1
CHEBI:8459	chemical-affects	DRD2
CHEBI:8459	chemical-affects	DRD4
CHEBI:8459	chemical-affects	HRH1
CHEBI:8459	chemical-affects	HTR2A
CHEBI:8459	chemical-affects	HTR2C
CHEBI:8461	chemical-affects	ADRA1A
CHEBI:8461	chemical-affects	CALM1
CHEBI:8461	chemical-affects	CHRM1
CHEBI:8461	chemical-affects	CHRM2
CHEBI:8461	chemical-affects	CHRM3
CHEBI:8461	chemical-affects	CHRM4
CHEBI:8461	chemical-affects	CHRM5
CHEBI:8461	chemical-affects	DRD2
CHEBI:8461	chemical-affects	HRH1
CHEBI:8461	chemical-affects	HRH2
CHEBI:8461	chemical-affects	HTR2A
CHEBI:84622	chemical-affects	PRKAR1A
CHEBI:8481	chemical-affects	CHRM1
CHEBI:8485	chemical-affects	SCN10A
CHEBI:8491	chemical-affects	ADRA1A
CHEBI:8491	chemical-affects	ADRA1B
CHEBI:8491	chemical-affects	ADRA1D
CHEBI:8491	chemical-affects	CHRM1
CHEBI:8491	chemical-affects	CHRM2
CHEBI:8491	chemical-affects	CHRM3
CHEBI:8491	chemical-affects	CHRM4
